Experiment,Class,Index,Top1,Entropy,SSIM
E2_Mild,3,7,0.9956874251365662,0.03515654057264328,9.161434787841221e-05
E2_Mild,3,8,0.9968923926353455,0.02693309634923935,5.852801368483364e-05
E2_Mild,3,9,0.9958349466323853,0.03426090627908707,0.00035933504306913237
E2_Mild,4,0,0.9996674060821533,0.0036959194112569094,2.6270832399145435e-05
E2_Mild,4,1,0.99964439868927,0.003925774712115526,2.6059121106593296e-05
E2_Mild,4,2,0.9990203380584717,0.009869059547781944,1.8459656193165056e-05
E2_Mild,4,3,0.9978392720222473,0.0198837760835886,7.562839091067962e-06
E2_Mild,4,4,0.9995131492614746,0.0052191452123224735,2.2895237058706277e-05
E2_Mild,4,5,0.9997100234031677,0.0032758619636297226,3.509488281579703e-05
E2_Mild,4,6,0.9997238516807556,0.003128131851553917,3.210286411479704e-05
E2_Mild,4,7,0.9997288584709167,0.0030781379900872707,2.3459828804138964e-05
E2_Mild,4,8,0.999610960483551,0.004276640247553587,3.2247622999037515e-05
E2_Mild,4,9,0.9995793700218201,0.004586039576679468,3.090301170833443e-05
E2_Mild,5,0,0.9842149615287781,0.11336930841207504,0.00047807576543690186
E2_Mild,5,1,0.9918234944343567,0.06281112134456635,2.5422699342158942e-05
E2_Mild,5,2,0.9927104711532593,0.058306798338890076,6.9320488187033395e-06
E2_Mild,5,3,0.9865818023681641,0.09581473469734192,0.00023822217614102284
E2_Mild,5,4,0.9912267327308655,0.06861618161201477,6.477789391054043e-06
E2_Mild,5,5,0.990018367767334,0.07632140815258026,0.00012308432642403806
E2_Mild,5,6,0.9928787350654602,0.05653173848986626,1.1255649243207135e-05
E2_Mild,5,7,0.9869001507759094,0.09634390473365784,0.00016527886244482732
E2_Mild,5,8,0.9889523386955261,0.08251746743917465,0.00011906975523254741
E2_Mild,5,9,0.9933218359947205,0.05342080816626549,6.031752642898516e-05
E2_Mild,6,0,0.9977637529373169,0.020398661494255066,0.002154363062779587
E2_Mild,6,1,0.9981445074081421,0.01727261021733284,8.7257287210539e-05
E2_Mild,6,2,0.9983052015304565,0.015962719917297363,2.355145081934052e-05
E2_Mild,6,3,0.9976109266281128,0.021816551685333252,0.00017006981882196887
E2_Mild,6,4,0.9982321858406067,0.016611561179161072,0.0018507685180562355
E2_Mild,6,5,0.9980902075767517,0.017821040004491806,0.0012634920837235994
E2_Mild,6,6,0.998264729976654,0.016367582604289055,0.00045142184204593854
E2_Mild,6,7,0.9982293248176575,0.016655560582876205,1.6866868060152823e-05
E2_Mild,6,8,0.9977585077285767,0.02047174982726574,1.851568984323023e-05
E2_Mild,6,9,0.9977065324783325,0.02103162184357643,0.00018518868311630737
E2_Mild,7,0,0.9993628859519958,0.006558035500347614,8.444709966388172e-05
E2_Mild,7,1,0.9993919134140015,0.0063094282522797585,6.594656664569172e-05
E2_Mild,7,2,0.9994577765464783,0.0056846849620342255,0.00010372941370623875
E2_Mild,7,3,0.9991042017936707,0.008891291916370392,7.276809028252884e-05
