Experiment,Class,Index,Top1,Entropy,SSIM
E4_Extreme,4,6,0.680745005607605,1.225423812866211,4.5647243168298525e-05
E4_Extreme,4,7,0.6794893145561218,1.2235312461853027,0.00010560765665014357
E4_Extreme,4,8,0.6856299042701721,1.2003695964813232,4.6271353374957786e-05
E4_Extreme,4,9,0.6923734545707703,1.193247675895691,0.00010237868090218984
E4_Extreme,5,0,0.99053955078125,0.07108461856842041,7.614316873871359e-05
E4_Extreme,5,1,0.991317629814148,0.06606142967939377,0.0018114554679493065
E4_Extreme,5,2,0.9930009841918945,0.054881174117326736,0.00015215857026177677
E4_Extreme,5,3,0.9911905527114868,0.06672544032335281,9.940936285493231e-05
E4_Extreme,5,4,0.9897874593734741,0.07583348453044891,0.00014657057935933565
E4_Extreme,5,5,0.9906678795814514,0.07067251205444336,7.830174458436992e-05
E4_Extreme,5,6,0.9885625839233398,0.08444029837846756,8.11329504572802e-05
E4_Extreme,5,7,0.9929242134094238,0.05555323511362076,0.0005009615507570134
E4_Extreme,5,8,0.9899519085884094,0.0745236799120903,0.001714511238352947
E4_Extreme,5,9,0.991853654384613,0.06302061676979065,0.00010106391346198507
E4_Extreme,6,0,0.9941529631614685,0.0467340350151062,0.005515542302905131
E4_Extreme,6,1,0.9939640164375305,0.04866141453385353,0.0032764784074316585
E4_Extreme,6,2,0.9948298335075378,0.042361244559288025,0.0026147468824682402
E4_Extreme,6,3,0.9947183728218079,0.042440373450517654,0.018163755713880923
E4_Extreme,6,4,0.9945317506790161,0.044115692377090454,0.018754080196626458
E4_Extreme,6,5,0.9941537976264954,0.04705981910228729,0.008114314370211588
E4_Extreme,6,6,0.9942442774772644,0.04666367173194885,0.008237814455459225
E4_Extreme,6,7,0.9927230477333069,0.057103320956230164,0.014417584213725878
E4_Extreme,6,8,0.9938805103302002,0.04859478771686554,0.010556403997143226
E4_Extreme,6,9,0.9943027496337891,0.046138323843479156,0.00763156614137898
E4_Extreme,7,0,0.998178243637085,0.017056722193956375,0.0003195118379672535
E4_Extreme,7,1,0.9979953765869141,0.01856047287583351,0.0005194161158891622
E4_Extreme,7,2,0.9980005621910095,0.01852702721953392,0.00012783003625436548
E4_Extreme,7,3,0.997837245464325,0.019847840070724487,0.00017064645044323067
E4_Extreme,7,4,0.9979100823402405,0.01923273503780365,0.00020309863407607382
E4_Extreme,7,5,0.998083233833313,0.01782788708806038,0.00010455441652685438
E4_Extreme,7,6,0.997930645942688,0.019076313823461533,0.00020290889856763793
E4_Extreme,7,7,0.9981597065925598,0.01719912886619568,0.000194237931924919
E4_Extreme,7,8,0.9981213212013245,0.017475485801696777,5.315918691189648e-05
E4_Extreme,7,9,0.9980736970901489,0.01791616529226303,9.928053521872612e-05
E4_Extreme,8,0,0.9996428489685059,0.003876467002555728,8.921361285274543e-06
E4_Extreme,8,1,0.9996352195739746,0.003948031459003687,8.134793639349233e-06
E4_Extreme,8,2,0.9996293783187866,0.00399883184581995,7.99692679649998e-06
E4_Extreme,8,3,0.9996401071548462,0.0038994643837213516,9.578319697044764e-06
E4_Extreme,8,4,0.9995940327644348,0.004364007152616978,8.759368167482324e-06
E4_Extreme,8,5,0.9996740818023682,0.003561418503522873,8.356881077199717e-06
E4_Extreme,8,6,0.9996720552444458,0.0035800966434180737,1.1034728890943685e-05
E4_Extreme,8,7,0.9996533393859863,0.00377258681692183,1.1535730204356193e-05
E4_Extreme,8,8,0.9996421337127686,0.0038715179543942213,7.851439351334419e-06
E4_Extreme,8,9,0.9996733665466309,0.0035686695482581854,1.0218928699216558e-05
E4_Extreme,9,0,0.6483203768730164,1.242005467414856,0.005357276357093431
E4_Extreme,9,1,0.6504985690116882,1.2371859550476074,0.0005518157792527918
E4_Extreme,9,2,0.6530441641807556,1.2268078327178955,0.0011682334579999338
E4_Extreme,9,3,0.6667462587356567,1.1962323188781738,5.2939499395438925e-05
E4_Extreme,9,4,0.6634034514427185,1.1994469165802002,0.00011204666253708322
E4_Extreme,9,5,0.6621589660644531,1.2173081636428833,0.00012341443680326833
E4_Extreme,9,6,0.670452892780304,1.1885097026824951,0.00010334927078183457
E4_Extreme,9,7,0.6585007309913635,1.2084989547729492,9.07570884752309e-05
E4_Extreme,9,8,0.6401782035827637,1.2637211084365845,0.0004142010293486981
E4_Extreme,9,9,0.6570765376091003,1.223758578300476,0.0020148935754458618
